loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,loan_status,credit_risk
11295,60 months,9.190480407207941,164.54069996288592,F,2-4 years,OWN,111729.9896219581,Verified,home_improvement,3.7596371766640813,3,790,734,Fully Paid,0
27581,36 months,5.916785673338574,468.6660054057088,D,<1 year,RENT,87801.62790842573,Source Verified,car,11.628892304826604,0,633,857,Fully Paid,0
32767,60 months,23.410050376641014,380.0957455570542,C,5-9 years,OTHER,36204.16576906573,Verified,home_improvement,39.34927415988024,1,808,783,Current,0
31272,36 months,21.595113190545128,709.4085757615085,E,2-4 years,OWN,144983.89025507309,Verified,car,38.428590066792694,2,818,716,Fully Paid,0
17183,36 months,16.865771893745347,645.2013245074213,A,10+ years,OWN,102668.399542266,Not Verified,home_improvement,12.819475906221891,1,756,690,Charged Off,0
34299,60 months,26.10426122422993,428.134355377786,G,2-4 years,OWN,119562.8953361291,Not Verified,home_improvement,39.851872169809035,1,764,820,Fully Paid,0
17874,60 months,25.14175382375133,296.1032988294911,A,1 year,MORTGAGE,30297.709501088204,Verified,small_business,33.82204781987598,1,770,862,Fully Paid,0
23032,36 months,19.633859109918802,989.2323695400327,F,2-4 years,RENT,26117.589329802457,Verified,home_improvement,24.43837997729019,2,685,854,Charged Off,0
10539,36 months,26.706782012831464,508.6014590765034,A,<1 year,OWN,22528.24654785055,Source Verified,car,1.6049848104403797,2,714,667,Fully Paid,1
14637,36 months,10.146030250919207,719.4468122022133,C,5-9 years,MORTGAGE,44543.22361054778,Source Verified,car,36.05787318153518,2,663,707,Fully Paid,1
25583,60 months,7.797990484943197,226.49767082052472,C,5-9 years,OTHER,73873.09170340437,Verified,credit_card,22.29717117057279,2,751,895,Fully Paid,0
33499,60 months,11.74374028792474,537.0307296934579,B,<1 year,OWN,141657.39734236698,Not Verified,credit_card,34.73904604811078,1,798,709,Fully Paid,0
29829,60 months,6.427171402232871,124.78304788251894,G,1 year,MORTGAGE,79417.75570455092,Verified,small_business,33.37716479622969,4,633,737,Charged Off,1
20586,60 months,18.2792382000258,554.909606119405,B,<1 year,OWN,57733.16369842882,Verified,car,33.32024860804344,4,775,676,Charged Off,0
32759,60 months,28.415142307374037,967.6156664059321,A,2-4 years,RENT,93051.58295755624,Not Verified,car,27.926954428596204,2,611,895,Fully Paid,1
7557,36 months,5.983588516712741,445.7860416872202,E,<1 year,RENT,34551.4951575226,Not Verified,car,11.656605547041945,3,750,717,Fully Paid,0
10592,60 months,8.05274785025067,135.09641131742043,B,<1 year,OTHER,99235.76583064781,Source Verified,small_business,13.446410309780795,0,806,671,Fully Paid,1
21482,36 months,16.30497570708588,127.86021182740917,B,1 year,OWN,93896.15406296543,Source Verified,car,12.338768503307453,3,696,801,Fully Paid,0
7200,36 months,28.34687543819762,449.1880839521825,C,2-4 years,MORTGAGE,122959.09434274226,Source Verified,credit_card,0.8018399813025878,3,720,689,Fully Paid,0
19172,36 months,12.903902624418762,244.02244281687464,E,10+ years,OTHER,148269.38951021314,Source Verified,small_business,23.302756368592448,3,740,758,Fully Paid,1
7961,60 months,17.68087021720981,121.01688669536732,F,10+ years,OWN,52613.55132309437,Not Verified,credit_card,27.953346817841314,4,686,723,Fully Paid,0
19207,60 months,6.039321476259802,780.5922525551591,A,5-9 years,OTHER,86255.33860448889,Verified,credit_card,34.15463974100814,0,701,715,Fully Paid,0
26357,60 months,8.708580024052221,512.6707079937016,B,<1 year,MORTGAGE,138152.50282147047,Source Verified,small_business,5.606617335309214,3,695,817,Fully Paid,0
25817,36 months,29.66575307397117,360.3202947753891,E,5-9 years,OTHER,122074.68497496936,Source Verified,home_improvement,21.76732595907207,2,772,655,Fully Paid,1
16969,36 months,29.12796741090114,910.0748647148326,G,1 year,OTHER,83362.81940310498,Not Verified,home_improvement,0.3203256269513144,4,713,761,Fully Paid,0
7869,36 months,5.12349952336024,204.52506418047307,E,10+ years,OTHER,142898.31444992113,Not Verified,credit_card,3.803745908429179,2,826,667,Current,0
32810,36 months,28.795294635580973,960.3269460597872,A,<1 year,OWN,27440.77015718522,Verified,home_improvement,2.1684697682397225,2,792,730,Charged Off,0
33367,36 months,20.97799844538751,382.57004563961755,E,1 year,MORTGAGE,141029.82056263593,Verified,car,29.01912136061948,3,646,751,Fully Paid,0
22340,36 months,26.697957363000555,899.5633050778131,E,1 year,RENT,26565.96100976485,Not Verified,small_business,3.2423825551041263,2,657,886,Fully Paid,0
18992,60 months,16.368496390846477,642.6485888315154,E,<1 year,OWN,91149.61673490897,Source Verified,credit_card,28.6581192623516,0,836,864,Charged Off,0
33643,60 months,17.889900714481257,844.0366237673387,G,1 year,RENT,135757.32324014115,Source Verified,car,9.984988176423336,2,732,759,Charged Off,0
29736,60 months,17.221164506423005,985.6118468894178,B,<1 year,RENT,54153.72266296937,Source Verified,home_improvement,35.10851842787758,3,720,679,Charged Off,0
10699,60 months,21.67160643865261,359.5648940368711,A,<1 year,OWN,81392.3048628706,Verified,car,32.52599953455257,2,804,771,Fully Paid,0
28328,36 months,8.491281368907822,965.0219368668337,G,2-4 years,OWN,62162.75428780566,Source Verified,home_improvement,38.313208699011064,4,717,798,Current,0
25877,36 months,5.749339746816949,450.53370541217834,E,5-9 years,MORTGAGE,143778.7092199257,Source Verified,credit_card,35.35048061832128,4,604,711,Fully Paid,0
30876,60 months,12.698248539779772,446.9607142632301,E,1 year,MORTGAGE,127073.9273179018,Not Verified,car,37.33317676465389,4,787,787,Fully Paid,0
26295,36 months,22.617019068416166,406.3483938290551,B,1 year,OTHER,112170.19647242935,Source Verified,small_business,34.34969586053231,1,695,769,Charged Off,1
8987,60 months,10.046336303073709,587.2668466128266,A,2-4 years,RENT,96391.50825996413,Not Verified,credit_card,27.735276024594214,4,842,756,Fully Paid,0
31103,60 months,21.835810833122935,238.73053886063838,C,2-4 years,MORTGAGE,126676.93261213925,Source Verified,car,6.810366085017439,4,620,790,Charged Off,1
27399,60 months,29.24780115268176,598.34033682221,G,2-4 years,OTHER,70994.71539806112,Verified,car,10.868300754163718,1,751,725,Fully Paid,0
18446,36 months,7.34751789473546,587.5343311690036,B,10+ years,MORTGAGE,78181.74116378804,Source Verified,home_improvement,8.509078645210923,4,727,658,Current,0
6218,60 months,21.815052955628158,785.711631344383,A,10+ years,OWN,114900.223740512,Source Verified,credit_card,24.143431506328223,3,723,845,Fully Paid,0
25880,60 months,16.093755482614277,850.284965743827,G,10+ years,MORTGAGE,66508.11922818286,Not Verified,credit_card,20.144797518944056,4,745,688,Current,0
9735,60 months,26.703556359437634,496.3972152811816,E,<1 year,RENT,28307.122466288594,Not Verified,credit_card,34.68319988633694,4,620,673,Fully Paid,1
16296,36 months,9.428744736184647,372.0999244163444,A,1 year,MORTGAGE,29663.49915518929,Not Verified,credit_card,38.106914659963024,1,653,774,Fully Paid,1
32311,36 months,22.315648805654114,333.401407585385,A,5-9 years,RENT,34997.1641697415,Source Verified,home_improvement,16.194395584725775,3,737,767,Fully Paid,1
9555,60 months,25.952882241202754,275.16145303438475,F,<1 year,OWN,133058.57203467615,Source Verified,small_business,20.254022131232496,2,751,683,Fully Paid,0
14146,36 months,28.615355486850582,151.8828239791224,A,1 year,RENT,81389.43534830656,Verified,credit_card,38.86065427216557,0,703,880,Fully Paid,0
13050,36 months,22.081200707241145,408.203180951242,C,1 year,MORTGAGE,112674.70801481574,Source Verified,home_improvement,11.049557664925743,3,710,710,Fully Paid,0
17757,36 months,17.429369100210682,343.2229229177049,A,2-4 years,OTHER,71078.21362863612,Verified,small_business,31.695631014352546,2,812,818,Fully Paid,1
24830,36 months,20.446181005030347,969.7756472797666,C,2-4 years,OWN,53632.42316403249,Not Verified,small_business,9.00959609340985,3,816,782,Fully Paid,0
22429,36 months,26.722624611967955,601.9379436250395,E,<1 year,MORTGAGE,65134.981783087555,Not Verified,home_improvement,27.25840461701088,2,715,728,Fully Paid,0
11893,36 months,19.265243665970743,412.5493351274568,C,2-4 years,OWN,123243.70489123387,Not Verified,credit_card,10.144625105542566,2,787,699,Current,0
23077,36 months,5.759676492420922,622.4208408943264,G,1 year,OWN,101278.09625408697,Verified,small_business,35.34933555325547,3,656,781,Fully Paid,0
19373,36 months,28.273717387674445,225.27703121112597,E,2-4 years,MORTGAGE,141893.17139452725,Source Verified,credit_card,22.459117749467072,1,727,700,Fully Paid,1
19565,36 months,22.238168775789028,499.6393742819826,E,10+ years,MORTGAGE,108361.62121498842,Not Verified,credit_card,7.437345634975383,3,750,701,Fully Paid,0
8436,36 months,21.912834644431165,663.6108892789574,C,2-4 years,OTHER,94123.61212811021,Source Verified,car,8.974767027939441,3,749,771,Fully Paid,0
13754,60 months,10.391878809942929,540.0080486132063,B,1 year,OWN,99325.48116815848,Source Verified,credit_card,19.75396782832401,2,795,816,Fully Paid,0
15677,60 months,21.47213675581643,461.6009205888918,D,<1 year,OWN,142508.2871308939,Not Verified,car,38.46408102299515,0,761,899,Fully Paid,1
10895,36 months,14.846610141353962,994.4635500097284,A,5-9 years,MORTGAGE,122466.12088267179,Verified,small_business,30.785686555346178,2,719,657,Charged Off,0
24738,60 months,21.280824426037302,892.2832859340343,F,2-4 years,RENT,23125.360857636915,Source Verified,home_improvement,19.532385713033804,4,669,762,Fully Paid,1
21609,60 months,7.664825757699768,661.0653623434961,D,1 year,MORTGAGE,89438.16049764064,Not Verified,car,13.508765782488684,3,755,694,Fully Paid,0
20636,36 months,21.4461326150759,612.4396250640544,A,5-9 years,OWN,109483.99350105342,Source Verified,home_improvement,21.970739733937705,3,694,737,Fully Paid,1
26277,36 months,29.985343144266665,658.5944318421257,A,5-9 years,MORTGAGE,117330.80219709016,Source Verified,small_business,29.93443333714479,1,698,894,Fully Paid,1
12022,36 months,6.205300971513901,281.18089704018996,E,10+ years,OTHER,47708.47551081177,Source Verified,credit_card,31.357143538112,2,766,677,Fully Paid,0
14151,60 months,29.429354605532932,455.62396893788673,A,5-9 years,RENT,132733.05607867579,Source Verified,small_business,12.984351923877785,1,641,768,Fully Paid,0
10600,60 months,15.172699018071766,135.5135796018094,F,1 year,MORTGAGE,144259.60913277126,Source Verified,home_improvement,28.846370728555087,3,750,756,Fully Paid,0
34124,36 months,26.768836258431477,527.991433738144,A,1 year,OTHER,50772.98975983307,Verified,small_business,26.311551201447443,2,669,676,Fully Paid,0
32643,36 months,24.559637101456836,588.7221255618969,C,2-4 years,OWN,134740.00947724195,Verified,credit_card,38.36449167985175,2,807,842,Fully Paid,1
12996,36 months,19.175406524666695,304.97476249288866,D,2-4 years,MORTGAGE,32607.239127092398,Not Verified,small_business,37.24361162032059,4,601,811,Charged Off,0
14007,60 months,23.461230231283164,967.6259624489624,C,2-4 years,OWN,27241.888694981873,Verified,credit_card,31.575173024143083,4,751,730,Fully Paid,0
17946,60 months,26.9628890325337,918.5091498435178,F,5-9 years,OTHER,36799.09401335742,Verified,car,28.935787554197137,0,744,750,Fully Paid,0
29067,60 months,15.103508041275825,749.9289119103153,A,5-9 years,OWN,27506.34033071468,Verified,home_improvement,10.961663588171033,4,708,711,Fully Paid,0
9642,60 months,13.175829039080968,580.0479658888263,G,10+ years,OTHER,129851.59083025086,Source Verified,credit_card,33.83861024394133,2,664,711,Fully Paid,1
34887,36 months,21.689834639089618,882.9722436829164,F,2-4 years,OTHER,27676.51877957535,Source Verified,credit_card,17.100228148534647,4,669,815,Charged Off,0
16312,36 months,25.196148548531465,217.58710944111664,E,<1 year,OTHER,55316.344877275216,Not Verified,small_business,10.889621700241786,0,668,675,Fully Paid,1
12679,36 months,24.057128369415395,811.4588148473965,C,10+ years,MORTGAGE,33488.32465966133,Not Verified,car,15.3664303181385,3,720,770,Fully Paid,1
13208,36 months,24.945341221465863,212.33873257016347,C,<1 year,OWN,58404.86472078945,Not Verified,credit_card,33.43741960066032,4,708,673,Charged Off,0
28723,60 months,15.889582870323325,814.7895962944649,B,5-9 years,OWN,31772.73078811966,Source Verified,car,5.9453286231154,2,659,688,Fully Paid,0
30819,60 months,25.44585540437554,348.1908114262212,A,10+ years,RENT,106840.42259659183,Verified,car,18.2463496447929,3,846,773,Fully Paid,1
23589,36 months,8.00522638426521,889.38152291637,E,10+ years,RENT,37332.48612453477,Verified,small_business,19.69430378117959,2,777,670,Fully Paid,0
15716,36 months,18.61222744902124,949.6378844428581,G,1 year,RENT,130739.97035905543,Source Verified,credit_card,1.465187903952776,3,692,743,Fully Paid,0
22453,60 months,5.143966512453039,233.91637246460408,C,5-9 years,RENT,126234.83659446333,Not Verified,small_business,7.829841181926613,2,611,824,Fully Paid,0
8444,36 months,13.114645747506758,516.4080445588542,C,5-9 years,OWN,21776.019111179223,Not Verified,home_improvement,33.06969714303426,4,702,764,Charged Off,0
15757,60 months,14.161538371784946,982.8886403464167,E,10+ years,OTHER,136444.4262169649,Not Verified,home_improvement,33.230695543790425,4,774,825,Fully Paid,1
19434,36 months,14.904317290231385,535.066692375832,F,5-9 years,OTHER,23762.761176637716,Source Verified,credit_card,11.69660335536992,0,794,770,Fully Paid,0
6060,36 months,22.386680167246553,877.1927702630907,F,10+ years,MORTGAGE,51153.95204448236,Not Verified,car,34.995889383917046,3,711,662,Fully Paid,0
23711,36 months,14.713952531758643,629.8583699181879,A,1 year,OTHER,24210.58791087936,Not Verified,credit_card,30.871317562733914,0,664,878,Fully Paid,1
8420,36 months,16.217340565563266,437.7969171276417,B,10+ years,OWN,63659.65331511108,Source Verified,credit_card,16.716299351816378,1,754,780,Fully Paid,1
5301,36 months,10.938603271858186,357.2051999732832,C,5-9 years,OWN,86802.64834272531,Verified,home_improvement,29.936253776201514,4,647,809,Fully Paid,0
17468,36 months,14.331294790733502,282.9007819774786,B,5-9 years,OWN,123563.83297196795,Source Verified,home_improvement,38.45338524779225,3,687,812,Charged Off,1
21990,36 months,10.681740681578788,785.6183722399275,F,10+ years,MORTGAGE,63937.6015610787,Source Verified,car,18.35878872261395,0,661,668,Charged Off,0
24554,60 months,6.8298980942110905,447.8864561407251,F,10+ years,RENT,111713.70320750517,Source Verified,car,9.537087158139347,0,643,791,Current,1
5699,60 months,20.086214834534445,560.1479159806761,D,10+ years,OTHER,44375.57942546744,Source Verified,credit_card,37.67266000200623,1,746,825,Charged Off,0
26472,60 months,21.705319963875407,543.0929320010637,G,2-4 years,OWN,117577.79937673644,Verified,small_business,24.14977154253026,0,786,863,Fully Paid,0
30715,60 months,20.487258650240364,619.5511263098181,A,5-9 years,OWN,50679.55876820088,Not Verified,credit_card,4.210606499217011,2,735,730,Fully Paid,1
5190,60 months,16.58735109501431,879.019431062097,D,5-9 years,RENT,38660.81827268983,Source Verified,car,22.907312634267576,4,654,772,Charged Off,0
15492,36 months,14.494644504480746,982.6654092250865,G,2-4 years,OWN,44103.15054862706,Verified,small_business,20.02323557793195,0,707,717,Fully Paid,1
22364,36 months,26.58334123929563,466.82578771643523,D,10+ years,OTHER,43668.2067546412,Not Verified,home_improvement,34.22355576302253,0,646,822,Fully Paid,0
7975,60 months,17.97704462840545,844.7670298956727,D,1 year,MORTGAGE,86672.17431900885,Not Verified,car,21.227807590540856,1,601,881,Fully Paid,1
11102,36 months,16.979546940743276,788.0750151892458,A,10+ years,OWN,129823.68555445899,Not Verified,car,10.209297373771339,2,821,668,Fully Paid,1
22568,60 months,5.641051645160892,616.176056310016,A,10+ years,OTHER,30348.660009025734,Source Verified,small_business,27.02576255459554,0,821,713,Charged Off,0
24711,60 months,13.53119569065391,960.4424292507398,E,2-4 years,OWN,111904.32140414494,Source Verified,car,21.703018101423204,4,712,750,Fully Paid,1
24778,36 months,14.504890469646426,280.42706397556253,B,5-9 years,RENT,105065.0397548715,Not Verified,car,9.321785130674897,4,766,715,Fully Paid,0
29703,36 months,14.970569522422512,198.33778927865927,B,10+ years,OWN,133427.5937378171,Not Verified,car,22.945114317716314,0,772,856,Current,1
31641,36 months,19.504309230683305,868.56577025988,E,5-9 years,OWN,51739.182865897936,Not Verified,car,32.86142311558744,2,759,715,Fully Paid,0
6816,60 months,18.34006366817196,495.23483497037347,E,<1 year,MORTGAGE,78514.28162905385,Not Verified,car,1.1428367089604174,4,792,724,Fully Paid,1
27238,36 months,20.197627319836116,862.2719687863545,F,5-9 years,RENT,140357.55867765727,Not Verified,car,25.23404154580447,4,765,694,Fully Paid,0
28093,60 months,24.122081538553207,903.7811846758734,G,1 year,RENT,105799.14851759124,Not Verified,car,13.983407831375683,2,804,736,Charged Off,0
5569,60 months,25.324643467902337,156.2118342571643,D,1 year,MORTGAGE,70539.8936720076,Verified,car,11.706857830376967,2,610,851,Fully Paid,0
10442,60 months,22.95307690566236,895.1182866874547,E,10+ years,OWN,37083.6097711849,Not Verified,home_improvement,15.70351001444445,0,737,716,Fully Paid,0
6895,36 months,28.88809239887337,503.48714983248,C,5-9 years,OTHER,54123.051027076835,Source Verified,car,13.680906569919266,3,711,846,Fully Paid,1
24117,36 months,5.455814566909041,559.389240103809,B,10+ years,RENT,95558.01207361983,Source Verified,home_improvement,33.289564268337664,1,786,652,Fully Paid,0
8863,60 months,9.894449642088652,663.9332599838892,E,2-4 years,RENT,113361.83318286679,Source Verified,home_improvement,10.991912430716022,3,689,815,Charged Off,0
17913,36 months,5.189071874453553,933.7443460570781,C,1 year,OWN,36174.845290746154,Not Verified,credit_card,29.326120924263414,3,847,854,Charged Off,0
12455,36 months,21.186867853865074,117.20448498678763,C,10+ years,OWN,97947.64380572701,Source Verified,credit_card,3.762392809143549,4,654,819,Fully Paid,0
9014,36 months,27.450763723749674,529.1591214860354,C,2-4 years,RENT,91545.66624903763,Verified,home_improvement,38.05585489937662,2,747,860,Fully Paid,0
16093,60 months,11.087057414407482,718.9498381875046,F,10+ years,OWN,86814.20806979205,Not Verified,home_improvement,24.892665489942072,4,808,817,Current,1
23070,60 months,28.175863619907666,750.4362619284057,F,5-9 years,OTHER,109716.00529866104,Source Verified,car,28.268743081782404,1,616,827,Charged Off,1
8009,36 months,6.506684757239022,723.2791883833971,C,5-9 years,RENT,128868.44736085004,Verified,credit_card,11.92157328377804,0,667,812,Charged Off,0
29190,60 months,28.36090067013786,220.99161646730965,G,5-9 years,OTHER,61988.658812992886,Verified,small_business,16.483862748324583,1,732,673,Charged Off,0
21538,36 months,13.79056718099086,369.4560295345131,F,5-9 years,OTHER,135571.58471442474,Source Verified,credit_card,8.95113545083905,4,787,737,Fully Paid,0
15729,36 months,7.535520711230413,422.8439728753121,D,<1 year,OWN,40882.36964041159,Verified,home_improvement,37.30144343208896,4,750,666,Fully Paid,0
6409,36 months,17.146793979658142,823.9934869115544,C,2-4 years,OTHER,42493.10306765136,Source Verified,home_improvement,19.524177884055106,4,773,689,Fully Paid,0
17249,36 months,11.419414193012699,350.8838851730977,D,2-4 years,OWN,54680.36827111011,Verified,car,25.2179246263196,4,651,851,Fully Paid,1
5784,60 months,12.12182254904807,289.63446748048284,D,5-9 years,MORTGAGE,35539.01304112012,Not Verified,car,29.37088122122862,3,737,843,Fully Paid,0
32751,60 months,12.682249123157163,961.7032171342865,C,<1 year,OWN,49941.49920877408,Not Verified,credit_card,14.844243643981558,0,773,821,Fully Paid,1
13096,60 months,25.075647445816585,107.97695660212202,B,5-9 years,OTHER,33833.5291773698,Not Verified,car,28.80406618156565,3,755,800,Fully Paid,0
12560,36 months,18.47903191688136,998.0387701137804,G,<1 year,MORTGAGE,126827.81420810075,Not Verified,small_business,27.03969959025361,4,696,655,Fully Paid,0
17533,36 months,12.782692478900092,709.1391689716561,C,5-9 years,OWN,38065.96894526119,Not Verified,small_business,28.22637335495786,2,770,843,Fully Paid,0
12343,36 months,20.25834458277296,845.6223695042054,C,1 year,OTHER,117148.68248278138,Source Verified,car,19.569196008184516,3,753,798,Fully Paid,0
12206,60 months,22.90376685557984,365.15745671157384,F,1 year,RENT,26228.802828733387,Not Verified,small_business,15.317495291664684,4,782,768,Fully Paid,0
26980,36 months,11.815600018338344,112.88374990035398,C,10+ years,RENT,143307.64257680898,Not Verified,small_business,8.883287528359594,4,841,769,Fully Paid,1
10801,60 months,15.338727538133789,764.0825667053771,B,5-9 years,OWN,112450.81137860961,Not Verified,credit_card,32.98505411203572,0,647,684,Fully Paid,0
24190,60 months,8.04715233342369,850.7301373006082,F,2-4 years,OWN,20883.55131619453,Not Verified,small_business,24.334001861267147,1,628,762,Current,1
21921,60 months,9.528733738367007,766.4285187581672,A,10+ years,RENT,119301.34502602782,Verified,home_improvement,17.7740878438998,3,626,678,Fully Paid,0
10986,60 months,22.02794634912457,228.56525857075474,A,1 year,OTHER,86830.6496996041,Not Verified,home_improvement,37.75983626842446,3,745,656,Fully Paid,0
23225,60 months,9.535958692390674,778.0851300312722,D,5-9 years,OTHER,121317.47214356557,Not Verified,credit_card,1.9135525002815523,3,703,870,Fully Paid,0
34592,60 months,18.129084591676502,792.0305038968769,G,10+ years,OTHER,87924.5851557765,Source Verified,car,34.00687780820191,4,659,702,Fully Paid,0
15647,36 months,22.726156543060817,692.6864641030494,D,5-9 years,OWN,103333.23149259611,Verified,credit_card,39.903303717838895,0,801,814,Fully Paid,0
13716,36 months,7.6719230773685965,789.5043395160276,B,1 year,MORTGAGE,122223.11520135526,Source Verified,car,35.47768443531469,4,849,672,Fully Paid,0
28355,60 months,19.182805490722586,861.329295709959,E,10+ years,MORTGAGE,72664.04709642137,Not Verified,car,32.41746342462501,4,705,746,Fully Paid,0
27009,60 months,11.414069592534094,652.2437028137126,G,1 year,MORTGAGE,20352.05947665877,Source Verified,car,14.972239736252986,2,668,785,Fully Paid,0
24334,36 months,29.073171880939494,179.74424257271116,A,<1 year,MORTGAGE,130493.04447287449,Source Verified,car,9.25256729049174,0,801,725,Fully Paid,0
29376,60 months,17.08864116799812,538.8650287004898,D,1 year,MORTGAGE,69515.74714120614,Not Verified,car,29.394020819984043,3,713,887,Charged Off,0
17323,60 months,25.149813744378953,169.88440120444454,A,5-9 years,OWN,84485.5543821558,Verified,credit_card,12.183014651542736,1,620,825,Charged Off,0
9780,36 months,18.755663553906544,466.78872792918776,B,2-4 years,OWN,21009.663480015934,Verified,car,7.041587286198827,3,751,659,Fully Paid,1
33691,60 months,6.085313321370479,466.39584021306484,B,1 year,MORTGAGE,83971.96134551274,Source Verified,small_business,31.46103548414365,4,701,856,Fully Paid,0
7368,60 months,20.828784389850558,159.40885972621743,E,2-4 years,OWN,148243.36220432486,Not Verified,small_business,12.501746089468888,0,730,766,Fully Paid,1
17039,60 months,28.785083555166427,413.9384805725314,E,<1 year,OWN,56174.79590644005,Source Verified,car,36.57766917949353,0,831,673,Fully Paid,0
11655,36 months,20.040295503658278,199.89828891218335,F,10+ years,MORTGAGE,71404.37513150915,Source Verified,small_business,33.62530579276501,0,694,867,Fully Paid,1
13173,36 months,25.479721485669756,827.4116890083,G,10+ years,OTHER,109334.69954092796,Source Verified,home_improvement,33.90561318037021,2,789,824,Fully Paid,0
9495,36 months,27.105161583710196,952.9192233680237,B,2-4 years,OWN,125923.17677807563,Not Verified,credit_card,30.862789042233047,3,704,883,Fully Paid,1
15893,60 months,10.701994298723312,165.08482773214473,D,10+ years,OTHER,74260.91112079304,Not Verified,credit_card,35.235256950989466,2,828,830,Fully Paid,0
30547,60 months,10.301120997705667,959.6036865625313,A,1 year,OWN,60256.95315216803,Verified,car,32.2298756871248,1,724,688,Fully Paid,1
27386,36 months,20.274524721274794,570.3189394030707,C,2-4 years,OWN,141917.3539980587,Not Verified,car,24.100454542989148,4,601,899,Charged Off,0
27998,60 months,15.275711745167618,369.6091101584865,E,5-9 years,MORTGAGE,108028.845667317,Source Verified,home_improvement,11.832908743274526,2,665,844,Fully Paid,0
30742,60 months,25.99653257166801,169.17586774854715,C,1 year,OWN,35472.76958410834,Source Verified,car,35.52836772856596,2,830,715,Charged Off,0
18403,60 months,27.50057808495028,550.561841263376,D,1 year,RENT,28960.62415750432,Verified,small_business,33.624144910927676,4,712,655,Fully Paid,0
18121,60 months,13.835534482567953,815.0639900416738,E,1 year,RENT,82861.48060274798,Not Verified,home_improvement,18.915172888421804,0,769,670,Charged Off,0
27303,60 months,10.921763974362051,736.3778295400283,C,5-9 years,MORTGAGE,48611.70858614542,Source Verified,small_business,1.5631474400782075,4,835,722,Fully Paid,0
15966,36 months,24.513137881096547,145.20341031757638,G,<1 year,OTHER,53018.017938912955,Verified,credit_card,25.541749096076536,3,761,723,Fully Paid,0
31558,60 months,11.870150888703403,165.61165183111316,D,10+ years,OTHER,134099.9832476203,Verified,small_business,2.0238741470632693,4,641,685,Fully Paid,1
5853,36 months,25.56535796284196,462.5859543693734,A,2-4 years,OTHER,31643.583161120387,Source Verified,credit_card,37.05119847393629,0,619,780,Fully Paid,0
25530,60 months,15.59345634121907,365.76144464314893,G,<1 year,RENT,112997.33497975566,Source Verified,small_business,38.46525026501228,4,696,882,Charged Off,1
33312,36 months,21.68874748228676,309.1458907504431,D,2-4 years,OTHER,55248.49293947645,Not Verified,credit_card,7.579605835984169,2,667,865,Fully Paid,0
25153,60 months,7.388382845866705,352.9040490178422,F,10+ years,OTHER,118842.6687825379,Verified,car,27.055575122196398,1,772,863,Fully Paid,0
21958,36 months,20.596483116914325,823.1344689671962,E,5-9 years,MORTGAGE,113913.47998026079,Source Verified,small_business,3.6907601825105107,2,835,890,Fully Paid,1
32837,60 months,16.294191968430727,936.3052482686685,B,1 year,OTHER,20960.947187758095,Verified,credit_card,29.180677142924885,1,674,855,Fully Paid,1
22532,36 months,19.665211579386852,464.5924250748098,A,1 year,RENT,86187.60367980789,Not Verified,small_business,13.891506646106983,4,724,819,Fully Paid,1
27677,60 months,9.200355193621586,915.4999019192473,G,5-9 years,RENT,38111.53270914603,Source Verified,home_improvement,27.24200446921781,3,769,822,Fully Paid,0
27841,36 months,23.421843623604552,389.34613112309376,G,<1 year,RENT,132609.51397522798,Not Verified,car,14.915060368087115,4,646,693,Fully Paid,0
28893,60 months,26.569926938580714,528.7932877094124,C,<1 year,MORTGAGE,133306.16477211285,Verified,credit_card,5.82270039332943,0,604,740,Charged Off,0
14907,36 months,10.418495002269392,303.42609803439973,E,2-4 years,MORTGAGE,74384.95497418856,Not Verified,home_improvement,16.244399220102316,4,816,810,Current,0
9777,36 months,7.392863888004043,676.4284379582596,B,5-9 years,OWN,77771.43039864047,Not Verified,small_business,4.506941065391601,1,648,709,Fully Paid,0
34509,60 months,5.59096465115841,981.083003657328,D,<1 year,OTHER,59426.78212258853,Verified,home_improvement,23.07533099907783,2,723,863,Fully Paid,1
25238,60 months,21.04928751108165,643.1437864390408,B,5-9 years,MORTGAGE,113158.81886480404,Not Verified,small_business,1.638061285979191,3,636,742,Fully Paid,1
34749,36 months,20.17735090221952,422.03267570219396,E,10+ years,RENT,66625.97719343968,Verified,car,21.09278718399439,4,761,860,Fully Paid,0
20338,60 months,18.66743531785175,683.0357013914755,E,1 year,RENT,54813.02168794239,Source Verified,home_improvement,35.45474588382164,4,800,732,Fully Paid,0
7491,36 months,10.798677402899386,210.62861061884882,F,1 year,MORTGAGE,76190.03773558607,Verified,car,33.51493080477451,2,797,847,Current,1
32236,36 months,14.772649897637868,899.7931722388588,F,1 year,MORTGAGE,31893.377390369635,Verified,credit_card,35.31126798505987,3,745,886,Fully Paid,0
20328,36 months,19.861908379654324,552.7755557018527,B,5-9 years,MORTGAGE,117058.4166037465,Source Verified,small_business,36.88195208508429,4,805,732,Current,0
19599,60 months,17.419171471479235,504.4147678356779,D,5-9 years,OWN,21637.532165332304,Verified,small_business,4.181115515027769,4,618,726,Charged Off,0
24508,36 months,29.694638005372184,627.2783096081673,B,2-4 years,RENT,103783.05799767721,Source Verified,car,5.1498881150285225,1,805,675,Charged Off,0
